id,msg_sender,reciever,message,message_time,story_sender,story,story_time,story_date
583,405,41,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",2:33 AM,259,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,3:15 AM,8/30/2023
584,756,40,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.",6:39 AM,434,Etiam vel augue.,1:35 AM,10/12/2023
585,580,21,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",2:03 PM,390,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.",3:46 AM,11/7/2023
586,877,25,Nam tristique tortor eu pede.,12:14 AM,541,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",11:31 AM,4/17/2023
587,498,92,In hac habitasse platea dictumst.,3:10 AM,721,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus.",12:34 AM,5/8/2023
588,682,60,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,1:53 PM,432,"Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",1:45 AM,8/23/2023
589,207,59,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",6:10 AM,769,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",7:46 PM,12/8/2023
590,807,96,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",10:28 AM,356,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,1:24 PM,1/21/2024
591,481,19,"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",12:27 PM,128,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",5:24 AM,11/1/2023
592,543,36,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",2:43 PM,563,Etiam justo. Etiam pretium iaculis justo.,2:51 PM,3/22/2023
593,830,28,Nullam molestie nibh in lectus. Pellentesque at nulla.,2:35 PM,281,Curabitur convallis.,7:21 PM,9/6/2023
594,996,39,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,12:51 PM,403,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,11:32 PM,9/22/2023
595,844,35,Phasellus id sapien in sapien iaculis congue.,12:54 PM,219,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,6:53 AM,11/26/2023
596,709,32,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.",5:41 PM,429,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",3:46 PM,3/27/2023
597,100,92,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",2:57 PM,719,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",1:05 AM,12/15/2023
598,169,81,Nullam sit amet turpis elementum ligula vehicula consequat.,7:07 AM,664,Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo.,9:31 AM,8/4/2023
599,752,91,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.",2:38 PM,783,Etiam faucibus cursus urna. Ut tellus.,11:47 PM,8/19/2023
600,34,65,"Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",8:19 PM,634,Proin at turpis a pede posuere nonummy.,11:05 PM,5/4/2023
601,262,98,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",1:47 PM,805,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",7:59 PM,11/9/2023
602,742,46,Morbi quis tortor id nulla ultrices aliquet.,2:32 AM,934,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.,12:12 PM,7/2/2023
603,885,30,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",7:41 AM,902,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,2:57 AM,6/15/2023
604,243,42,Etiam pretium iaculis justo.,10:18 AM,423,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,6:29 PM,2/24/2024
605,627,55,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",12:42 PM,954,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,12:52 PM,11/7/2023
606,680,22,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",12:12 PM,5,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",7:07 PM,1/5/2024
607,213,40,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",12:41 AM,989,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",5:29 AM,7/13/2023
608,56,49,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.",5:09 PM,613,Proin risus.,11:03 PM,10/23/2023
609,257,92,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,10:12 AM,574,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",12:25 PM,7/12/2023
610,929,73,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,9:12 AM,63,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",4:57 AM,10/17/2023
611,57,50,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",6:05 PM,834,Curabitur in libero ut massa volutpat convallis.,10:36 AM,6/17/2023
612,458,86,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",4:32 AM,837,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",11:18 PM,7/17/2023
613,992,49,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",6:03 AM,176,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",10:07 PM,5/30/2023
614,592,37,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.,1:19 AM,988,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",12:39 PM,5/7/2023
615,974,74,Aenean auctor gravida sem.,6:06 AM,503,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",8:23 AM,6/3/2023
616,547,29,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",4:43 AM,692,In sagittis dui vel nisl. Duis ac nibh.,2:27 PM,8/8/2023
617,484,40,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",1:53 PM,914,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,11:44 PM,6/1/2023
618,726,39,Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,4:37 PM,172,Nulla facilisi.,1:23 PM,2/21/2024
619,735,17,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",6:12 PM,234,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",7:26 AM,12/3/2023
620,580,79,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,2:56 AM,930,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",4:02 AM,4/5/2023
621,281,95,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",6:28 PM,786,Nullam varius.,7:45 PM,2/17/2024
622,854,16,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",12:05 AM,370,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",3:56 AM,11/6/2023
623,378,85,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",12:10 PM,884,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,1:03 PM,12/18/2023
624,533,31,Suspendisse potenti. In eleifend quam a odio.,9:19 AM,242,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",5:50 AM,4/13/2023
625,281,10,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",3:39 AM,15,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.,7:43 PM,7/18/2023
626,27,25,Quisque porta volutpat erat.,9:07 AM,627,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",11:49 AM,4/18/2023
627,494,1,Aenean fermentum.,2:27 AM,206,Integer ac neque. Duis bibendum.,2:38 PM,3/2/2023
628,130,16,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",7:29 PM,427,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,11:22 AM,8/27/2023
629,850,57,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl.",3:35 AM,495,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero.",6:41 AM,1/19/2024
630,293,12,Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,12:53 AM,13,Nam dui.,4:37 AM,2/7/2024
631,777,45,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",1:58 PM,725,Praesent id massa id nisl venenatis lacinia.,9:27 PM,9/27/2023
632,655,67,Morbi porttitor lorem id ligula.,5:22 PM,197,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,3:21 PM,6/25/2023
633,138,15,Aliquam non mauris. Morbi non lectus.,12:17 AM,814,Vivamus in felis eu sapien cursus vestibulum.,7:48 PM,3/12/2023
634,99,69,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl.",5:42 PM,900,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,3:42 AM,2/6/2024
635,648,85,"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",12:22 PM,716,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",3:39 PM,2/27/2023
636,578,6,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",6:00 PM,610,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",6:21 PM,2/20/2024
637,187,8,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",4:23 AM,310,Aenean fermentum. Donec ut mauris eget massa tempor convallis.,3:52 AM,10/25/2023
638,485,50,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",2:20 PM,171,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",6:24 AM,4/16/2023
639,617,70,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",12:35 PM,403,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",11:52 AM,11/15/2023
640,982,47,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,2:14 AM,223,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.,3:50 AM,7/10/2023
641,679,88,"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",3:50 PM,287,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",7:27 AM,4/18/2023
